,country_name,country_name_short,vote_share,seats,party_id,party_name,party_name_english,election_year,family_id,family_name,left_right,liberty_authority,eu_anti_pro
372,Austria,AUT,2.0,0.0,1740,Vereinte Grüne Österreichs,United Greens Austria,1993,19,Green/Ecologist,2.5,1.8,6.5
373,Austria,AUT,34.9,65.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1994,11,Social democracy,3.7293,3.4766,8.4495
374,Austria,AUT,27.7,52.0,1013,Österreichische Volkspartei,Austrian People's Party,1994,3,Christian democracy,6.4733,7.6198,8.8451
375,Austria,AUT,22.5,42.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1994,40,Right-wing,8.3494,8.5149,1.9815
376,Austria,AUT,7.3,13.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,1994,19,Green/Ecologist,2.4604,1.4308,6.6845
377,Austria,AUT,6.0,11.0,955,Liberales Forum,Liberal Forum,1994,6,Liberal,4.8806,1.8667,9.6125
378,Austria,AUT,0.9,0.0,1744,Nein – Bürgerinitiative gegen die EU Mitgliedschaft,No -- Citizens' Initiative against EU membership,1994,16,Special issue,,,
379,Austria,AUT,38.1,71.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1995,11,Social democracy,3.7293,3.4766,8.4495
380,Austria,AUT,28.3,52.0,1013,Österreichische Volkspartei,Austrian People's Party,1995,3,Christian democracy,6.4733,7.6198,8.8451
381,Austria,AUT,21.9,41.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1995,40,Right-wing,8.3494,8.5149,1.9815
382,Austria,AUT,5.5,10.0,955,Liberales Forum,Liberal Forum,1995,6,Liberal,4.8806,1.8667,9.6125
383,Austria,AUT,4.8,9.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,1995,19,Green/Ecologist,2.4604,1.4308,6.6845
384,Austria,AUT,1.1,0.0,1744,Nein – Bürgerinitiative gegen die EU Mitgliedschaft,No -- Citizens' Initiative against EU membership,1995,16,Special issue,,,
379,Austria,AUT,38.1,71.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1996,11,Social democracy,3.7293,3.4766,8.4495
380,Austria,AUT,28.3,52.0,1013,Österreichische Volkspartei,Austrian People's Party,1996,3,Christian democracy,6.4733,7.6198,8.8451
381,Austria,AUT,21.9,41.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1996,40,Right-wing,8.3494,8.5149,1.9815
382,Austria,AUT,5.5,10.0,955,Liberales Forum,Liberal Forum,1996,6,Liberal,4.8806,1.8667,9.6125
383,Austria,AUT,4.8,9.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,1996,19,Green/Ecologist,2.4604,1.4308,6.6845
384,Austria,AUT,1.1,0.0,1744,Nein – Bürgerinitiative gegen die EU Mitgliedschaft,No -- Citizens' Initiative against EU membership,1996,16,Special issue,,,
379,Austria,AUT,38.1,71.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1997,11,Social democracy,3.7293,3.4766,8.4495
380,Austria,AUT,28.3,52.0,1013,Österreichische Volkspartei,Austrian People's Party,1997,3,Christian democracy,6.4733,7.6198,8.8451
381,Austria,AUT,21.9,41.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1997,40,Right-wing,8.3494,8.5149,1.9815
382,Austria,AUT,5.5,10.0,955,Liberales Forum,Liberal Forum,1997,6,Liberal,4.8806,1.8667,9.6125
383,Austria,AUT,4.8,9.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,1997,19,Green/Ecologist,2.4604,1.4308,6.6845
384,Austria,AUT,1.1,0.0,1744,Nein – Bürgerinitiative gegen die EU Mitgliedschaft,No -- Citizens' Initiative against EU membership,1997,16,Special issue,,,
379,Austria,AUT,38.1,71.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1998,11,Social democracy,3.7293,3.4766,8.4495
380,Austria,AUT,28.3,52.0,1013,Österreichische Volkspartei,Austrian People's Party,1998,3,Christian democracy,6.4733,7.6198,8.8451
381,Austria,AUT,21.9,41.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1998,40,Right-wing,8.3494,8.5149,1.9815
382,Austria,AUT,5.5,10.0,955,Liberales Forum,Liberal Forum,1998,6,Liberal,4.8806,1.8667,9.6125
383,Austria,AUT,4.8,9.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,1998,19,Green/Ecologist,2.4604,1.4308,6.6845
384,Austria,AUT,1.1,0.0,1744,Nein – Bürgerinitiative gegen die EU Mitgliedschaft,No -- Citizens' Initiative against EU membership,1998,16,Special issue,,,
385,Austria,AUT,33.2,65.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1999,11,Social democracy,3.7293,3.4766,8.4495
386,Austria,AUT,26.9,52.0,1013,Österreichische Volkspartei,Austrian People's Party,1999,3,Christian democracy,6.4733,7.6198,8.8451
387,Austria,AUT,26.9,52.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1999,40,Right-wing,8.3494,8.5149,1.9815
388,Austria,AUT,7.4,14.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,1999,19,Green/Ecologist,2.4604,1.4308,6.6845
389,Austria,AUT,1.0,0.0,1745,Die Unabhängigen – Liste Lugner,The Independents -- Lugner's List,1999,16,Special issue,,,
390,Austria,AUT,3.7,0.0,955,Liberales Forum,Liberal Forum,1999,6,Liberal,4.8806,1.8667,9.6125
385,Austria,AUT,33.2,65.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2000,11,Social democracy,3.7293,3.4766,8.4495
386,Austria,AUT,26.9,52.0,1013,Österreichische Volkspartei,Austrian People's Party,2000,3,Christian democracy,6.4733,7.6198,8.8451
387,Austria,AUT,26.9,52.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2000,40,Right-wing,8.3494,8.5149,1.9815
388,Austria,AUT,7.4,14.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2000,19,Green/Ecologist,2.4604,1.4308,6.6845
389,Austria,AUT,1.0,0.0,1745,Die Unabhängigen – Liste Lugner,The Independents -- Lugner's List,2000,16,Special issue,,,
390,Austria,AUT,3.7,0.0,955,Liberales Forum,Liberal Forum,2000,6,Liberal,4.8806,1.8667,9.6125
385,Austria,AUT,33.2,65.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2001,11,Social democracy,3.7293,3.4766,8.4495
386,Austria,AUT,26.9,52.0,1013,Österreichische Volkspartei,Austrian People's Party,2001,3,Christian democracy,6.4733,7.6198,8.8451
387,Austria,AUT,26.9,52.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2001,40,Right-wing,8.3494,8.5149,1.9815
388,Austria,AUT,7.4,14.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2001,19,Green/Ecologist,2.4604,1.4308,6.6845
389,Austria,AUT,1.0,0.0,1745,Die Unabhängigen – Liste Lugner,The Independents -- Lugner's List,2001,16,Special issue,,,
390,Austria,AUT,3.7,0.0,955,Liberales Forum,Liberal Forum,2001,6,Liberal,4.8806,1.8667,9.6125
391,Austria,AUT,42.3,79.0,1013,Österreichische Volkspartei,Austrian People's Party,2002,3,Christian democracy,6.4733,7.6198,8.8451
392,Austria,AUT,36.51,69.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2002,11,Social democracy,3.7293,3.4766,8.4495
393,Austria,AUT,10.01,18.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2002,40,Right-wing,8.3494,8.5149,1.9815
394,Austria,AUT,9.47,17.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2002,19,Green/Ecologist,2.4604,1.4308,6.6845
395,Austria,AUT,0.98,0.0,955,Liberales Forum,Liberal Forum,2002,6,Liberal,4.8806,1.8667,9.6125
391,Austria,AUT,42.3,79.0,1013,Österreichische Volkspartei,Austrian People's Party,2003,3,Christian democracy,6.4733,7.6198,8.8451
392,Austria,AUT,36.51,69.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2003,11,Social democracy,3.7293,3.4766,8.4495
393,Austria,AUT,10.01,18.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2003,40,Right-wing,8.3494,8.5149,1.9815
394,Austria,AUT,9.47,17.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2003,19,Green/Ecologist,2.4604,1.4308,6.6845
395,Austria,AUT,0.98,0.0,955,Liberales Forum,Liberal Forum,2003,6,Liberal,4.8806,1.8667,9.6125
391,Austria,AUT,42.3,79.0,1013,Österreichische Volkspartei,Austrian People's Party,2004,3,Christian democracy,6.4733,7.6198,8.8451
392,Austria,AUT,36.51,69.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2004,11,Social democracy,3.7293,3.4766,8.4495
393,Austria,AUT,10.01,18.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2004,40,Right-wing,8.3494,8.5149,1.9815
394,Austria,AUT,9.47,17.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2004,19,Green/Ecologist,2.4604,1.4308,6.6845
395,Austria,AUT,0.98,0.0,955,Liberales Forum,Liberal Forum,2004,6,Liberal,4.8806,1.8667,9.6125
391,Austria,AUT,42.3,79.0,1013,Österreichische Volkspartei,Austrian People's Party,2005,3,Christian democracy,6.4733,7.6198,8.8451
392,Austria,AUT,36.51,69.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2005,11,Social democracy,3.7293,3.4766,8.4495
393,Austria,AUT,10.01,18.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2005,40,Right-wing,8.3494,8.5149,1.9815
394,Austria,AUT,9.47,17.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2005,19,Green/Ecologist,2.4604,1.4308,6.6845
395,Austria,AUT,0.98,0.0,955,Liberales Forum,Liberal Forum,2005,6,Liberal,4.8806,1.8667,9.6125
396,Austria,AUT,35.3,68.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2006,11,Social democracy,3.7293,3.4766,8.4495
397,Austria,AUT,34.3,66.0,1013,Österreichische Volkspartei,Austrian People's Party,2006,3,Christian democracy,6.4733,7.6198,8.8451
398,Austria,AUT,11.1,21.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2006,19,Green/Ecologist,2.4604,1.4308,6.6845
399,Austria,AUT,11.0,21.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2006,40,Right-wing,8.3494,8.5149,1.9815
400,Austria,AUT,4.1,7.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2006,40,Right-wing,8.83,8.83,2.5
401,Austria,AUT,1.0,0.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,2006,14,Communist/Socialist,0.5,3.0,0.0
402,Austria,AUT,2.8,0.0,669,Liste Dr. Hans-Peter Martin,Hans-Peter Martin's List,2006,16,Special issue,4.2,3.4,2.85
396,Austria,AUT,35.3,68.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2007,11,Social democracy,3.7293,3.4766,8.4495
397,Austria,AUT,34.3,66.0,1013,Österreichische Volkspartei,Austrian People's Party,2007,3,Christian democracy,6.4733,7.6198,8.8451
398,Austria,AUT,11.1,21.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2007,19,Green/Ecologist,2.4604,1.4308,6.6845
399,Austria,AUT,11.0,21.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2007,40,Right-wing,8.3494,8.5149,1.9815
400,Austria,AUT,4.1,7.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2007,40,Right-wing,8.83,8.83,2.5
401,Austria,AUT,1.0,0.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,2007,14,Communist/Socialist,0.5,3.0,0.0
402,Austria,AUT,2.8,0.0,669,Liste Dr. Hans-Peter Martin,Hans-Peter Martin's List,2007,16,Special issue,4.2,3.4,2.85
403,Austria,AUT,29.26,57.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2008,11,Social democracy,3.7293,3.4766,8.4495
404,Austria,AUT,25.98,51.0,1013,Österreichische Volkspartei,Austrian People's Party,2008,3,Christian democracy,6.4733,7.6198,8.8451
405,Austria,AUT,17.54,34.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2008,40,Right-wing,8.3494,8.5149,1.9815
406,Austria,AUT,10.7,21.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2008,40,Right-wing,8.83,8.83,2.5
407,Austria,AUT,10.43,20.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2008,19,Green/Ecologist,2.4604,1.4308,6.6845
408,Austria,AUT,2.09,0.0,955,Liberales Forum,Liberal Forum,2008,6,Liberal,4.8806,1.8667,9.6125
409,Austria,AUT,1.76,0.0,1746,Bürgerforum Österreich – Liste Fritz Dinkhauser,The Citizens' Forum Austria,2008,11,Social democracy,3.3,3.5,8.1
403,Austria,AUT,29.26,57.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2009,11,Social democracy,3.7293,3.4766,8.4495
404,Austria,AUT,25.98,51.0,1013,Österreichische Volkspartei,Austrian People's Party,2009,3,Christian democracy,6.4733,7.6198,8.8451
405,Austria,AUT,17.54,34.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2009,40,Right-wing,8.3494,8.5149,1.9815
406,Austria,AUT,10.7,21.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2009,40,Right-wing,8.83,8.83,2.5
407,Austria,AUT,10.43,20.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2009,19,Green/Ecologist,2.4604,1.4308,6.6845
408,Austria,AUT,2.09,0.0,955,Liberales Forum,Liberal Forum,2009,6,Liberal,4.8806,1.8667,9.6125
409,Austria,AUT,1.76,0.0,1746,Bürgerforum Österreich – Liste Fritz Dinkhauser,The Citizens' Forum Austria,2009,11,Social democracy,3.3,3.5,8.1
403,Austria,AUT,29.26,57.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2010,11,Social democracy,3.7293,3.4766,8.4495
404,Austria,AUT,25.98,51.0,1013,Österreichische Volkspartei,Austrian People's Party,2010,3,Christian democracy,6.4733,7.6198,8.8451
405,Austria,AUT,17.54,34.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2010,40,Right-wing,8.3494,8.5149,1.9815
406,Austria,AUT,10.7,21.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2010,40,Right-wing,8.83,8.83,2.5
407,Austria,AUT,10.43,20.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2010,19,Green/Ecologist,2.4604,1.4308,6.6845
408,Austria,AUT,2.09,0.0,955,Liberales Forum,Liberal Forum,2010,6,Liberal,4.8806,1.8667,9.6125
409,Austria,AUT,1.76,0.0,1746,Bürgerforum Österreich – Liste Fritz Dinkhauser,The Citizens' Forum Austria,2010,11,Social democracy,3.3,3.5,8.1
403,Austria,AUT,29.26,57.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2011,11,Social democracy,3.7293,3.4766,8.4495
404,Austria,AUT,25.98,51.0,1013,Österreichische Volkspartei,Austrian People's Party,2011,3,Christian democracy,6.4733,7.6198,8.8451
405,Austria,AUT,17.54,34.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2011,40,Right-wing,8.3494,8.5149,1.9815
406,Austria,AUT,10.7,21.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2011,40,Right-wing,8.83,8.83,2.5
407,Austria,AUT,10.43,20.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2011,19,Green/Ecologist,2.4604,1.4308,6.6845
408,Austria,AUT,2.09,0.0,955,Liberales Forum,Liberal Forum,2011,6,Liberal,4.8806,1.8667,9.6125
409,Austria,AUT,1.76,0.0,1746,Bürgerforum Österreich – Liste Fritz Dinkhauser,The Citizens' Forum Austria,2011,11,Social democracy,3.3,3.5,8.1
403,Austria,AUT,29.26,57.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2012,11,Social democracy,3.7293,3.4766,8.4495
404,Austria,AUT,25.98,51.0,1013,Österreichische Volkspartei,Austrian People's Party,2012,3,Christian democracy,6.4733,7.6198,8.8451
405,Austria,AUT,17.54,34.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2012,40,Right-wing,8.3494,8.5149,1.9815
406,Austria,AUT,10.7,21.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2012,40,Right-wing,8.83,8.83,2.5
407,Austria,AUT,10.43,20.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2012,19,Green/Ecologist,2.4604,1.4308,6.6845
408,Austria,AUT,2.09,0.0,955,Liberales Forum,Liberal Forum,2012,6,Liberal,4.8806,1.8667,9.6125
409,Austria,AUT,1.76,0.0,1746,Bürgerforum Österreich – Liste Fritz Dinkhauser,The Citizens' Forum Austria,2012,11,Social democracy,3.3,3.5,8.1
410,Austria,AUT,26.8,52.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2013,11,Social democracy,3.7293,3.4766,8.4495
411,Austria,AUT,24.0,47.0,1013,Österreichische Volkspartei,Austrian People's Party,2013,3,Christian democracy,6.4733,7.6198,8.8451
412,Austria,AUT,20.5,40.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2013,40,Right-wing,8.3494,8.5149,1.9815
413,Austria,AUT,12.4,24.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2013,19,Green/Ecologist,2.4604,1.4308,6.6845
414,Austria,AUT,5.7,11.0,2150,Team Stronach,Team Stronach,2013,6,Liberal,6.0,3.5,8.7
415,Austria,AUT,5.0,9.0,2255,NEOS – Das Neue Österreich,NEOS -- The New Austria,2013,6,Liberal,6.0,3.5,8.7
416,Austria,AUT,3.5,0.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2013,40,Right-wing,8.83,8.83,2.5
417,Austria,AUT,1.0,0.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,2013,14,Communist/Socialist,0.5,3.0,0.0
410,Austria,AUT,26.8,52.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2014,11,Social democracy,3.7293,3.4766,8.4495
411,Austria,AUT,24.0,47.0,1013,Österreichische Volkspartei,Austrian People's Party,2014,3,Christian democracy,6.4733,7.6198,8.8451
412,Austria,AUT,20.5,40.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2014,40,Right-wing,8.3494,8.5149,1.9815
413,Austria,AUT,12.4,24.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2014,19,Green/Ecologist,2.4604,1.4308,6.6845
414,Austria,AUT,5.7,11.0,2150,Team Stronach,Team Stronach,2014,6,Liberal,6.0,3.5,8.7
415,Austria,AUT,5.0,9.0,2255,NEOS – Das Neue Österreich,NEOS -- The New Austria,2014,6,Liberal,6.0,3.5,8.7
416,Austria,AUT,3.5,0.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2014,40,Right-wing,8.83,8.83,2.5
417,Austria,AUT,1.0,0.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,2014,14,Communist/Socialist,0.5,3.0,0.0
410,Austria,AUT,26.8,52.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2015,11,Social democracy,3.7293,3.4766,8.4495
411,Austria,AUT,24.0,47.0,1013,Österreichische Volkspartei,Austrian People's Party,2015,3,Christian democracy,6.4733,7.6198,8.8451
412,Austria,AUT,20.5,40.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2015,40,Right-wing,8.3494,8.5149,1.9815
413,Austria,AUT,12.4,24.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2015,19,Green/Ecologist,2.4604,1.4308,6.6845
414,Austria,AUT,5.7,11.0,2150,Team Stronach,Team Stronach,2015,6,Liberal,6.0,3.5,8.7
415,Austria,AUT,5.0,9.0,2255,NEOS – Das Neue Österreich,NEOS -- The New Austria,2015,6,Liberal,6.0,3.5,8.7
416,Austria,AUT,3.5,0.0,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2015,40,Right-wing,8.83,8.83,2.5
417,Austria,AUT,1.0,0.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,2015,14,Communist/Socialist,0.5,3.0,0.0
410,Austria,AUT,26.8,52.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,2016,11,Social democracy,3.7293,3.4766,8.4495
411,Austria,AUT,24.0,47.0,1013,Österreichische Volkspartei,Austrian People's Party,2016,3,Christian democracy,6.4733,7.6198,8.8451
412,Austria,AUT,20.5,40.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,2016,40,Right-wing,8.3494,8.5149,1.9815
413,Austria,AUT,12.4,24.0,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,2016,19,Green/Ecologist,2.4604,1.4308,6.6845
